areaCode,areaName,areaType,date,totalDeaths,hospitalCases,newCasesByPublishDate
E07000041,Exeter,ltla,2021-05-14,,,0
E07000041,Exeter,ltla,2021-05-13,,,2
E07000041,Exeter,ltla,2021-05-12,,,1
E07000041,Exeter,ltla,2021-05-11,,,3
E07000041,Exeter,ltla,2021-05-10,,,0
E07000041,Exeter,ltla,2021-05-09,,,2
E07000041,Exeter,ltla,2021-05-08,,,0
E07000041,Exeter,ltla,2021-05-07,,,1
E07000041,Exeter,ltla,2021-05-06,,,2
E07000041,Exeter,ltla,2021-05-05,,,4
E07000041,Exeter,ltla,2021-05-04,,,0
E07000041,Exeter,ltla,2021-05-03,,,4
E07000041,Exeter,ltla,2021-05-02,,,0
E07000041,Exeter,ltla,2021-05-01,,,4
E07000041,Exeter,ltla,2021-04-30,,,4
E07000041,Exeter,ltla,2021-04-29,,,4
E07000041,Exeter,ltla,2021-04-28,,,6
E07000041,Exeter,ltla,2021-04-27,,,3
E07000041,Exeter,ltla,2021-04-26,,,2
E07000041,Exeter,ltla,2021-04-25,,,2
E07000041,Exeter,ltla,2021-04-24,,,0
E07000041,Exeter,ltla,2021-04-23,,,2
E07000041,Exeter,ltla,2021-04-22,,,1
E07000041,Exeter,ltla,2021-04-21,,,5
E07000041,Exeter,ltla,2021-04-20,,,2
E07000041,Exeter,ltla,2021-04-19,,,3
E07000041,Exeter,ltla,2021-04-18,,,0
E07000041,Exeter,ltla,2021-04-17,,,5
E07000041,Exeter,ltla,2021-04-16,,,3
E07000041,Exeter,ltla,2021-04-15,,,1
E07000041,Exeter,ltla,2021-04-14,,,2
E07000041,Exeter,ltla,2021-04-13,,,4
E07000041,Exeter,ltla,2021-04-12,,,1
E07000041,Exeter,ltla,2021-04-11,,,1
E07000041,Exeter,ltla,2021-04-10,,,2
E07000041,Exeter,ltla,2021-04-09,,,0
E07000041,Exeter,ltla,2021-04-08,,,0
E07000041,Exeter,ltla,2021-04-07,,,2
E07000041,Exeter,ltla,2021-04-06,,,0
E07000041,Exeter,ltla,2021-04-05,,,0
E07000041,Exeter,ltla,2021-04-04,,,5
